Clock Rate is 1
1,1678150322.981791,0
2,1678150323.982763,1
3,1678150324.986665,2
7,1678150325.988829,1
9,1678150326.990985,0
22,1678150327.9915252,0
28,1678150328.99229,1
30,1678150329.996408,1
32,1678150331.001257,2
37,1678150332.005431,2
39,1678150333.005793,2
44,1678150334.006049,2
48,1678150335.010975,2
51,1678150336.0153868,3
58,1678150337.018572,3
62,1678150338.023602,3
65,1678150339.02382,4
67,1678150340.026456,5
68,1678150341.027055,5
77,1678150342.032029,7
79,1678150343.033986,8
82,1678150344.034436,8
83,1678150345.03794,8
90,1678150346.043023,8
91,1678150347.046365,7
93,1678150348.05022,8
94,1678150349.050294,9
99,1678150350.0523021,8
100,1678150351.053859,9
103,1678150352.055455,10
110,1678150353.057704,10
115,1678150354.062007,10
124,1678150355.064811,11
125,1678150356.06998,10
127,1678150357.0739489,9
130,1678150358.075099,10
137,1678150359.079202,10
138,1678150360.083363,10
142,1678150361.087596,10
143,1678150362.087733,13
150,1678150363.091815,15
153,1678150364.094332,15
154,1678150365.096873,15
155,1678150366.097374,16
158,1678150367.09841,18
175,1678150368.101538,18
180,1678150369.103154,17
183,1678150370.1038778,17
185,1678150371.1040819,18
191,1678150372.1081889,17
192,1678150373.1112618,17
193,1678150374.116417,18
194,1678150375.119966,19
196,1678150376.120543,20
197,1678150377.1228302,21
199,1678150378.128022,21
203,1678150379.132354,22
209,1678150380.132834,22
211,1678150381.135253,21
215,1678150382.137852,21
216,1678150383.1381152,22
217,1678150384.1431072,21
219,1678150385.1446881,20
222,1678150386.1475542,20
235,1678150387.148332,19
239,1678150388.148514,19
240,1678150389.1537018,19
241,1678150390.158209,20
252,1678150391.161375,19
255,1678150392.166413,21
256,1678150393.166912,20
260,1678150394.172116,19
263,1678150395.172905,19
264,1678150396.173117,20
265,1678150397.178111,20
266,1678150398.1822898,20
275,1678150399.183429,20
277,1678150400.188621,20
278,1678150401.189631,21
283,1678150402.190043,21
290,1678150403.191443,20
296,1678150404.195765,19
300,1678150405.1975439,18
315,1678150406.197689,17
