Clock Rate is 2
1,1678223684.360065,0
2,1678223684.360096,0
3,1678223685.3700979,0
4,1678223685.3701582,0
5,1678223686.372889,0
6,1678223686.3730261,0
7,1678223687.3745,0
8,1678223687.3745248,0
9,1678223688.3769119,0
10,1678223688.3769898,0
11,1678223689.380223,0
12,1678223689.380335,0
13,1678223690.382912,0
14,1678223690.3829381,0
15,1678223691.387617,0
16,1678223691.3876421,0
17,1678223692.387989,0
18,1678223692.388014,0
19,1678223693.3889139,0
20,1678223693.3891442,0
21,1678223694.3919392,0
22,1678223694.3919628,0
23,1678223695.393934,0
24,1678223695.393951,0
25,1678223696.396766,0
26,1678223696.3968089,0
27,1678223697.400896,0
28,1678223697.4009442,0
29,1678223698.405789,0
30,1678223698.405798,0
31,1678223699.4088662,0
32,1678223699.408878,0
33,1678223700.409847,0
34,1678223700.409857,0
36,1678223701.412197,0
37,1678223701.412214,0
38,1678223702.416268,0
39,1678223702.4162838,0
40,1678223703.420514,0
41,1678223703.420531,0
42,1678223704.424769,0
43,1678223704.424785,0
44,1678223705.428402,0
45,1678223705.428514,0
46,1678223706.4311192,0
47,1678223706.4311419,0
48,1678223707.433184,0
49,1678223707.433277,0
50,1678223708.437877,0
51,1678223708.437888,0
52,1678223709.438835,0
53,1678223709.438856,0
54,1678223710.441786,0
55,1678223710.4418108,0
56,1678223711.443934,0
57,1678223711.444001,0
58,1678223712.4489899,0
59,1678223712.449014,0
60,1678223713.454062,0
61,1678223713.4541,0
62,1678223714.454459,0
63,1678223714.4544818,0
64,1678223715.4550369,0
65,1678223715.4551659,0
66,1678223716.457697,0
67,1678223716.457719,0
68,1678223717.459305,0
69,1678223717.4593291,0
70,1678223718.459848,0
71,1678223718.459871,0
72,1678223719.4600809,0
73,1678223719.460106,0
74,1678223720.463321,0
75,1678223720.46351,0
76,1678223721.465756,1
77,1678223721.4657762,0
78,1678223722.4698188,0
79,1678223722.4698439,0
80,1678223723.4704661,0
81,1678223723.470582,0
82,1678223724.474294,0
83,1678223724.474331,0
84,1678223725.476512,0
85,1678223725.476616,0
86,1678223726.479465,0
87,1678223726.4796019,0
88,1678223727.481753,0
89,1678223727.481778,0
90,1678223728.485984,0
91,1678223728.4861069,0
92,1678223729.488854,0
93,1678223729.488867,0
94,1678223730.4911082,0
95,1678223730.491134,0
96,1678223731.49166,0
97,1678223731.491915,0
98,1678223732.495456,0
99,1678223732.495481,0
100,1678223733.4979079,0
101,1678223733.497946,0
102,1678223734.500939,0
103,1678223734.500978,0
104,1678223735.503177,0
105,1678223735.5033321,0
106,1678223736.505854,0
107,1678223736.505877,0
108,1678223737.509356,0
109,1678223737.509366,0
110,1678223738.511353,0
111,1678223738.511376,0
112,1678223739.515169,0
113,1678223739.5151849,0
114,1678223740.517709,0
115,1678223740.517815,0
116,1678223741.519296,0
117,1678223741.519319,0
118,1678223742.521905,0
119,1678223742.521929,0
120,1678223743.524481,0
121,1678223743.5245051,0
122,1678223744.5273468,0
123,1678223744.527789,1
124,1678223745.529724,0
125,1678223745.5298119,0
126,1678223746.5339189,0
127,1678223746.534029,0
128,1678223747.536768,0
129,1678223747.53687,0
130,1678223748.540357,0
131,1678223748.540405,0
132,1678223749.5451589,0
133,1678223749.5451672,0
134,1678223750.549973,0
135,1678223750.550507,0
136,1678223751.5560791,0
137,1678223751.556096,0
